編號,法條,TextID,Sentence,犯罪後之態度,犯罪之手段與所生損害,被害人的態度,被告之品行,其他審酌事項,有利,中性,不利
4431,第225條第1項,e2bc56750f,"暨其高中畢業學歷，職業為加油員，
    月薪約24,000元至25,000元不等金額，收入不穩定且須扶養
    2名未成年子女之生活狀況，業據被告陳明在卷(詳性侵害案
    件被害人代號與真實姓名對照表內職業欄及教育程度欄等之
    記載，見不公開偵卷第17頁、本院卷第190頁)等一切情狀，",0,0,0,0,1,0,1,0
4432,第225條第1項,e2bc56750f,，卻僅為滿足一己之私慾，,0,0,0,0,1,0,1,0
4433,第225條第1項,e2bc56750f,"惟考量被告於犯後坦認
    犯行，",1,0,0,0,0,1,0,0
4434,第225條第1項,e2bc56750f,積極彌補被害人所受損害，犯後態度良好，,1,0,0,0,0,1,0,0
4435,第225條第1項,e2bc56750f,"違悖
    人倫綱常，罔顧甲○之人格發展及身心健全成長，對甲○以
    前述手段為乘機性交犯行，侵害甲○之身體自主權，且已戕
    害甲○之心理，造成其終生難以磨滅之陰影，實為社會道德
    、法理所不容，所為應予嚴厲非難，",0,1,0,0,0,0,0,1
4436,第225條第1項,e2bc56750f,，審酌被告為甲○之姊夫，,0,0,0,0,1,0,1,0
4437,第225條第1項,e2bc56750f,"兼衡被告過去並
    無前科，有臺灣高等法院被告前案紀錄表1份附於本院彌封
    袋內可參，素行良好，",0,0,0,1,0,1,0,0
4438,第225條第1項,e2bc56750f,且已與被害人及其母親達成調解，,0,0,1,0,0,1,0,0
4439,第225條第1項,e2e52d1080,"兼衡其犯罪手段、自陳
    高中畢業之智識程度，從事服務業、家庭經濟小康等生活狀
    況，",0,0,0,0,1,0,1,0
4440,第225條第1項,e2e52d1080,，審酌被告為逞一己之性慾，,0,0,0,0,1,0,1,0
4441,第225條第1項,e2e52d1080,"暨其犯罪後猶否認犯行
    ，",1,0,0,0,0,0,0,1
4442,第225條第1項,e2e52d1080,"仍利
    用甲○酒醉不省人事之際而為本案犯行，不尊重女性對於自
    我身體之性自主決定權，惡性非低，",0,1,0,0,0,0,0,1
4443,第225條第1項,e2e52d1080,前無犯罪前科紀錄，素行尚可，,0,0,0,1,0,1,0,0
4444,第225條第1項,e2e52d1080,"且迄未能與甲○達成和解，獲得宥恕之犯後態度等一切情
    狀，",0,0,1,0,0,0,0,1
4445,第225條第1項,e541c51b74,手段、智識程度、生活狀態,0,0,0,0,1,0,1,0
4446,第225條第1項,e541c51b74,"並兼
    衡被告之犯罪動機、",0,0,0,0,1,0,1,0
4447,第225條第1項,e541c51b74,惟考量被告犯罪後坦承犯行，犯後態度尚可，,1,0,0,0,0,1,0,0
4448,第225條第1項,e541c51b74,"，審酌被告明知告訴人甲女於案發時
    因酒醉及中度精神障礙，而處於不知抗拒之狀態，竟未尊重
    告訴人甲女之性自主權，而以上開方式對告訴人甲女為本案
    乘機性交之行為，對告訴人甲女性自主權戕害甚鉅，所為實
    屬不該；",0,1,0,0,0,0,0,1
4449,第225條第1項,e541c51b74,"及迄今仍未
    與告訴人甲女達成和解，彌補所造成之損害等一切情狀，",0,0,1,0,0,0,0,1
4450,第225條第1項,e60b9d98e7,"兼衡其
      自述教育程度為大學畢業，目前在製造業擔任自動化工程
      師，年收入約新臺幣90餘萬元，甫結婚、配偶因本案尚未
      審結緣故，目前未與之同住等智識程度及生活狀況（見本
      院公開卷二第178 頁），暨犯罪之動機、目的、手段等一
      切情狀，",0,0,0,0,1,0,1,0
4451,第225條第1項,e60b9d98e7,，審酌被告為圖一己性慾滿足，,0,0,0,0,1,0,1,0
4452,第225條第1項,e60b9d98e7,"事後藉詞否認犯罪，將所
      有責任推諉予A 女，甚至指稱A 女設局陷害云云，如同對
      被害人造成二度侵害，殊無悔意，犯後態度不佳，",1,0,0,0,0,0,0,1
4453,第225條第1項,e60b9d98e7,"利
      用A 女酒醉無力之際，不顧A 女性自主權，擅對A 女為性
      交犯行，造成A 女心理上陰影，",0,1,0,0,0,0,0,1
4454,第225條第1項,e60b9d98e7,"惟念其前無任何論罪科刑紀錄，有臺灣高
      等法院被告前案紀錄表在卷可參，素行尚稱良好，",0,0,0,1,0,1,0,0
4455,第225條第1項,e60b9d98e7,"且迄無
      與A 女達成和解或取得其諒解，未能修復其犯罪所生損害
      ，自不宜輕縱，",0,0,1,0,0,0,0,1
4456,第225條第1項,e99cab9e05,"兼衡
    被告於本院審理時自陳大學畢業、目前從事飯店服務員工作
    、月收入約2萬3千元至2萬8千元、未婚、沒有小孩等語（本
    院卷第98頁背面）之智識程度、經濟能力、生活情形等一切
    情狀，",0,0,0,0,1,0,1,0
4457,第225條第1項,e99cab9e05,並考量被告事後能坦承犯行之犯後態度，,1,0,0,0,0,1,0,0
4458,第225條第1項,e99cab9e05,"，竟利用甲男熟睡後精神狀態陷入
    與精神障礙相類之情形，不知自重其行為，僅為滿足一己私
    慾，而萌生色心，乘甲男不知抗拒而乘機為前述之性交行為
    得逞，嚴重侵害甲男之性自主決定權，致使甲男因此身心受
    創，固屬不該，",0,1,0,0,0,0,0,1
4459,第225條第1項,e99cab9e05,"，審酌被告未曾
    因犯罪經法院論罪科刑之紀錄，此有臺灣高等法院被告前案
    紀錄表1 份在卷可，足徵其素行尚稱良好，",0,0,0,1,0,1,0,0
4460,第225條第1項,e99cab9e05,"然被告於本院審理期間業與甲男於訴訟外調
    解成立，並願賠付甲男10萬元，甲男亦表明願原諒被告之意
    ，業如上述，",0,0,1,0,0,1,0,0
4461,第225條第1項,ea0cfbf3e1,"兼衡以被告之智識程度、家
    庭經濟狀況（見侵訴卷第207頁）等一切情狀，",0,0,0,0,1,0,1,0
4462,第225條第1項,ea0cfbf3e1,"審酌被告乘告訴人因飲酒而意識模糊、不能抗拒之際，
    不知自重，僅為滿足一己私慾，而萌生色心，",0,0,0,0,1,0,1,0
4463,第225條第1項,ea0cfbf3e1,"對告訴人為前
    述之性交行為得逞，已侵害告訴人之性自主決定權，致使告
    訴人因此身心受創，行為實應予非難；",0,1,0,0,0,0,0,1
4464,第225條第1項,ea0cfbf3e1,"於本案係
    以手指插入告訴人之生殖器及肛門，繼而以其生殖器插入告
    訴人生殖器內之犯罪手段等情。",0,1,0,0,0,0,1,0
4465,第225條第1項,ea0cfbf3e1,"參以被告曾有
    犯妨害性自主罪案件經法院科刑之素行，有臺灣高等法院被
    告前案紀錄表在卷可按，竟不知悔改，再犯本案，",0,0,0,1,0,0,0,1
4466,第225條第1項,eba7a31488,"兼衡被告
    於本院審理時自陳高職畢業、目前從事房屋不動產買賣、月
    收入約2 萬餘元、未婚、沒有小孩等語（本院卷第83頁背面
    ）之智識程度、經濟能力、生活情形等一切情狀，",0,0,0,0,1,0,1,0
4467,第225條第1項,eba7a31488,，僅為滿足一己私慾，,0,0,0,0,1,0,1,0
4468,第225條第1項,eba7a31488,，並考量被告事後能坦承犯行之犯後態度，,1,0,0,0,0,1,0,0
4469,第225條第1項,eba7a31488,"而萌生色心，乘乙○酒醉昏睡
    不知抗拒而乘機為前述之性交行為得逞，嚴重侵害乙○之性
    自主決定權，致使乙○因此身心受創，固屬不該，",0,1,0,0,0,0,0,1
4470,第225條第1項,eba7a31488,"，審酌被告曾因毒
    品、頂替等案件，分別經本院以101年度簡字第827號、106
    年度審易字第261號判決，各判處應執行有期徒刑7月、有期
    徒刑6月，此有臺灣高等法院被告前案紀錄表1份在卷可徵（
    未構成累犯），足徵其素行尚非良好，",0,0,0,1,0,0,0,1
4471,第225條第1項,eba7a31488,"，復衡酌被告前無性侵害犯
    罪前案紀錄之素行，",0,0,0,1,0,1,0,0
4472,第225條第1項,eba7a31488,"然被告於
    本院審理期間業與乙○達成和解，並賠付乙○20萬元，乙○
    亦表明不予追究之意，",0,0,1,0,0,1,0,0
4473,第225條第1項,ee6f928da5,"所生危害，及其自述高職畢業之智識程
      度，需扶養爺爺、奶奶，家庭經濟勉持等一切情狀",0,0,0,0,1,0,1,0
4474,第225條第1項,ee6f928da5,"復兼衡被告因一時衝動始犯本案之
      犯罪動機、目的、",0,0,0,0,1,0,1,0
4475,第225條第1項,ee6f928da5,然考量被告犯後坦承全部犯行，,1,0,0,0,0,1,0,0
4476,第225條第1項,ee6f928da5,"，審酌被告利用Ａ男泥醉不能抗
      拒之際，對Ａ男為口交、親吻嘴唇及撫摸胸部之猥褻及性
      交行為，造成Ａ男身心受創，對其人格發展實已造成相當
      程度之損害，誠屬非是，",0,1,0,0,0,0,0,1
4477,第225條第1項,ee6f928da5,查被告並無前科紀錄，素行良好，,0,0,0,1,0,1,0,0
4478,第225條第1項,ee6f928da5," 且已與Ａ男達成和解，並已全數賠償予Ａ男等情，足認被
      告已生真誠悔悟之心，",0,0,1,0,0,1,0,0
4479,第225條第1項,f2f291c58f,以及犯罪手段、智識、素行、生活狀況等一切情狀，,0,0,0,0,1,0,1,0
4480,第225條第1項,f2f291c58f,，審酌被告為滿足一己私慾，,0,0,0,0,1,0,1,0
4481,第225條第1項,f2f291c58f,"然考量其犯罪後坦
      承犯行，未徒耗司法資源，",1,0,0,0,0,1,0,0
4482,第225條第1項,f2f291c58f,"態度良
      好，",1,0,0,0,0,1,0,0
4483,第225條第1項,f2f291c58f,"竟
      趁告訴人泥醉之際對之性交，剝奪告訴人之性自主決定權
      ，致告訴人身心受創，所為誠屬不當，",0,1,0,0,0,0,0,1
4484,第225條第1項,f2f291c58f,"甲○○與代號0000000000之女子（真實姓名、年籍均詳卷，下稱
A 女）因網路遊戲而結識，並進而成為朋友。",0,0,0,0,1,0,1,0
4485,第225條第1項,f2f291c58f,"，且被告
      未曾因故意犯罪而受有期徒刑以上刑之宣告，",0,0,0,1,0,1,0,0
4486,第225條第1項,f2f291c58f,且與告訴人達成和解，,0,0,1,0,0,1,0,0
4487,第225條第1項,f38c46bd21,"自述國中肄業之智識程度、目前擔任
    板模工，月薪新臺幣（下同）4萬元，需扶養母親、幼女及
    未婚妻之家庭生活狀況",0,0,0,0,1,0,1,0
4488,第225條第1項,f38c46bd21,"），經
    衡酌其犯罪動機、目的、手段、所生危害，",0,0,0,0,1,0,1,0
4489,第225條第1項,f38c46bd21,，審酌被告僅為滿足己身性慾，,0,0,0,0,1,0,1,0
4490,第225條第1項,f38c46bd21,"，顯見被告實無彌補錯誤
    及悔悟之心，犯後態度難謂良好，",1,0,0,0,0,0,0,1
4491,第225條第1項,f38c46bd21,"竟
    對智能有所缺陷，且對於性交意義無適當認知，且欠缺主動
    表達自身意見或拒絕他人之能力，而不知抗拒之告訴人甲女
    為性交行為，其所為顯然戕害告訴人甲女身心健康及人格發
    展，所生危害非輕；",0,1,0,0,0,0,0,1
4492,第225條第1項,f38c46bd21,"兼衡被告除本案外，尚無
    刑之執行紀錄之素行、",0,0,0,1,0,1,0,0
4493,第225條第1項,f38c46bd21,"且犯後輕率承諾欲賠償告訴人甲女，待
    本院安排調解期日後，始行表示無資力給付，並請求展期，
    迨本院再行安排期日後，反延遲到庭，任由告訴人甲女之父
    親及告訴代理人久候枯等，終至無法和解，迄今仍未彌補告
    訴人甲女及其家屬所受損害，",0,0,1,0,0,0,0,1
4494,第225條第1項,f7522465ff,"復於案發後隔天
      即畏罪逃往中國，嗣因罹患腦梗塞，始返台就醫等情，",0,0,0,0,1,0,1,0
4495,第225條第1項,f7522465ff,"現因腦梗塞導
      致左半側肢體無力癱瘓，行動不便，生活無法自理，暨其
      自陳為國小畢業之智識程度、目前無業、與家人同住之家
      庭經濟狀況等一切情狀，",0,0,0,0,1,0,1,0
4496,第225條第1項,f7522465ff,惟念及犯後坦承犯行，,1,0,0,0,0,1,0,0
4497,第225條第1項,f7522465ff,"與其飲酒聊天後，竟未克制一己私慾，見被害
      人甲女因酒醉無法抗拒，即乘機對其性交，造成被害人甲
      女身心受創甚劇，留下難以磨滅之陰影，",0,1,0,0,0,0,0,1
4498,第225條第1項,f7522465ff,"，審酌被告經由通訊軟體結識被
      害人甲女，",0,0,0,0,1,0,1,0
4499,第225條第1項,f7522465ff,"，且迄今尚未與被害人甲
      女和解或取得宥諒，其犯罪所生危害甚鉅，且缺乏積極處
      理本次事件之誠意，",0,0,1,0,0,0,0,1
4500,第225條第1項,fbb98db384,"所生危害，及其自述高中
    畢業之智識程度，目前在殺雞場工作，未婚，與母親同住，
    家庭經濟小康等一切情狀",0,0,0,0,1,0,1,0
4501,第225條第1項,fbb98db384,"復兼衡被告因一時
    衝動始犯本案之犯罪動機、目的、",0,0,0,0,1,0,1,0
4502,第225條第1項,fbb98db384,"然
    考量被告犯後坦承全部犯行，",1,0,0,0,0,1,0,0
4503,第225條第1項,fbb98db384,"，審酌被告利用甲○酒後熟睡而不
    知抗拒之際，對甲○為口交之性交行為，造成甲○身心受創
    ，對甲○人格發展實已造成相當程度之損害，誠屬非是，",0,1,0,0,0,0,0,1
4504,第225條第1項,fbb98db384,"其與代號0000-000000號之成年男子（真實年籍姓
    名詳卷，於民國108年9月23日歿，下稱甲○）為朋友關係，",0,0,0,0,1,0,1,0
4505,第225條第1項,fbb98db384,"且已與甲○達成和解，並已全
    數賠償予甲○等情，此有調解結果報告書、本院108年度中
    司調字第2197號調解程序筆錄（見本院卷第91頁、第109至
    110頁），足認被告已生真誠悔悟之心，",0,0,1,0,0,1,0,0
4506,第225條第1項,fbf89e1d4c,"；兼衡被告自陳之
    教育、職業等情之智識程度及生活、經濟狀況等一切情狀暨
    預防需求，",0,0,0,0,1,0,1,0
4507,第225條第1項,fbf89e1d4c,，審酌被告為滿足一己之私慾，,0,0,0,0,1,0,1,0
4508,第225條第1項,fbf89e1d4c,"，犯後否認犯行之
    態度",1,0,0,0,0,0,0,1
4509,第225條第1項,fbf89e1d4c,"竟
    漠視他人之身體及性自主權，利用告訴人處於泥醉而不知抗
    拒之狀態下，對告訴人為性交行為，足以造成告訴人心理上
    難以磨滅之陰影及傷害，影響對告訴人之身心健康及人格發
    展，嚴重違背善良風俗，對社會產生負面影響，行為殊值非
    難，所為實不足取；",0,1,0,0,0,0,0,1
4510,第225條第1項,fbf89e1d4c,"被告之素行（詳臺灣高等法院被告前案紀錄表所示）
    、",0,0,0,1,0,0,1,0
4511,第225條第1項,fbf89e1d4c,"考量被告未與告訴人和解及獲得告訴人
    原諒、",0,0,1,0,0,0,0,1
4512,第225條第1項,fc13f222d8,"犯罪行為人之生活狀況：被告自述從事殯葬業，月薪3萬
      5000元至4萬元之收入",0,0,0,0,1,0,1,0
4513,第225條第1項,fc13f222d8,犯罪行為人之智識程度：被告自述高職畢業之教育程度,0,0,0,0,1,0,1,0
4514,第225條第1項,fc13f222d8,"犯罪之動機、目的：被告利用A女酒醉後精神狀態陷入與
      精神障礙相類之情形，見A女下半身僅穿著內褲，竟不知
      自重行為，為滿足私慾，而萌生色心。",0,0,0,0,1,0,1,0
4515,第225條第1項,fc13f222d8,"犯罪後之態度：被告犯後坦承犯罪，並與A女達成訴訟上
      和解，已如上述，犯罪後態度良好。",1,0,0,0,0,1,0,0
4516,第225條第1項,fc13f222d8,"犯罪行為人違反義務之程度：被告與其女友共同協助酒醉
      之A女返家，竟辜負A女信任，乘A女酒醉不能抗拒而乘機
      為性器官接合之性交行為得逞，侵害A女性自主決定權，
      違反義務程度高。",0,1,0,0,0,0,0,1
4517,第225條第1項,fc13f222d8,"足見被告前揭犯行
      ，致A女身心受創，誠屬不該。",0,1,0,0,0,0,0,1
4518,第225條第1項,fc13f222d8,"犯罪之手段：被告見A女酒醉處於不能抗拒之狀態，一時
      性慾衝動無法克制，而接續以手指、性器進入A女性器為
      性交行為，其犯罪手段尚稱平和。",0,1,0,0,0,0,1,0
4519,第225條第1項,fc13f222d8,"犯罪行為人之品行：被告未曾因故意犯罪受有期徒刑以上
      刑之宣告，有臺灣高等法院被告前案紀錄表在卷可參（侵
      訴卷第8至9頁），素行尚可。",0,0,0,1,0,1,0,0
4520,第225條第1項,fc1a94e3d9,"並兼衡被告犯罪之動機、手段、
    目的，",0,0,0,0,1,0,1,0
4521,第225條第1項,fc1a94e3d9,"、高職畢業之智識程度、勉持之家庭經濟狀況等
    一切情狀，",0,0,0,0,1,0,1,0
4522,第225條第1項,fc1a94e3d9,"，審酌被告於案發時僅因一時私慾
    ，",0,0,0,0,1,0,1,0
4523,第225條第1項,fc1a94e3d9,及被告犯後於本院坦承犯行，,1,0,0,0,0,1,0,0
4524,第225條第1項,fc1a94e3d9,"利用告訴人甲○意識不清之情況下，對告訴人甲○為性交
    行為，被告所為應予非難，",0,1,0,0,0,0,0,1
4525,第225條第1項,fc1a94e3d9,暨被告前無犯罪經判處有期徒刑之紀錄,0,0,0,1,0,1,0,0
4526,第225條第1項,fc1a94e3d9,"並與告訴人甲○及Ｂ男
    達成和解，",0,0,1,0,0,1,0,0
